"Package","LinkedPackage"
"difR","R (>= 2.8.0)"
"difR","lme4"
"difR","ltm"
"digeR","R (>= 2.6.0)"
"digeR","gWidgets"
"digeR","MASS"
"digeR","pls"
"digeR","e1071"
"digeR","adabag"
"digeR","randomForest"
"digeR","ROCR"
"digeR","caTools"
"digeR","class"
"digeR","ellipse"
"digest","R (>= 2.4.1)"
"digitize","R (>= 2.2.0)"
"digitize","ReadImages"
"diseasemapping","mgcv"
"dismo","R (>= 2.7.0)"
"dismo","methods"
"dismo","raster"
"dismo","rJava (>= 0.5-0)"
"dispmod","R (>= 2.6)"
"distory","ape (>= 2.3)"
"distory","R (>= 2.6.0)"
"distr","R(>= 2.2.0)"
"distr","methods"
"distr","graphics"
"distr","startupmsg"
"distr","sfsmisc"
"distrDoc","R(>= 2.6.0)"
"distrDoc","tools"
"distrDoc","startupmsg"
"distrDoc","distr(>= 2.2.0)"
"distrDoc","distrEx(>=
2.2.0)"
"distrDoc","distrSim(>= 2.2.0)"
"distrDoc","distrTEst(>= 2.2.0)"
"distrDoc","distrTeach(>=
2.2.0)"
"distrDoc","RandVar(>= 0.7)"
"distrDoc","distrMod(>= 2.2.0)"
"distrDoc","MASS"
"distrDoc","methods"
"distrEllipse","R(>= 2.8.0)"
"distrEllipse","methods"
"distrEllipse","graphics"
"distrEllipse","mvtnorm"
"distrEllipse","setRNG(>= 2006.2-1)"
"distrEllipse","distr(>= 2.2)"
"distrEllipse","distrEx(>= 2.2)"
"distrEllipse","distrSim(>= 2.2)"
"distrEllipse","startupmsg"
"distrEx","R(>= 2.6.0)"
"distrEx","methods"
"distrEx","distr(>= 2.2)"
"distrEx","evd"
"distrEx","actuar"
"distrEx","startupmsg"
"distributions","stats"
"distributions","utils"
"distributions","tools"
"DistributionUtils","R (>= 2.3.0)"
"distrMod","R(>= 2.6.0)"
"distrMod","methods"
"distrMod","startupmsg"
"distrMod","distr(>= 2.2)"
"distrMod","distrEx(>=
2.2)"
"distrMod","RandVar(>= 0.6.3)"
"distrMod","MASS"
"distrMod","stats4"
"distrSim","R(>= 2.6.0)"
"distrSim","methods"
"distrSim","graphics"
"distrSim","setRNG(>= 2006.2-1)"
"distrSim","distr(>=
2.2)"
"distrSim","startupmsg"
"distrTeach","R(>= 2.2.0)"
"distrTeach","methods"
"distrTeach","distr(>= 2.2)"
"distrTeach","distrEx(>= 2.2)"
"distrTeach","startupmsg"
"distrTEst","R(>= 2.6.0)"
"distrTEst","methods"
"distrTEst","graphics"
"distrTEst","setRNG(>= 2006.2-1)"
"distrTEst","distr(>=
2.2)"
"distrTEst","distrSim(>= 2.2)"
"distrTEst","startupmsg"
"divagis","rgdal"
"divagis","sp"
"diveMove","R (>= 2.11.0)"
"diveMove","methods"
"diveMove","stats4"
"diveMove","caTools"
"diveMove","RColorBrewer"
"dlmap","qtl"
"dlmap","ibdreg"
"dlmap","wgaim"
"dlmap","nlme"
"dlnm","stats"
"dlnm","graphics"
"dlnm","splines"
"doBy","survival"
"DoE.base","R(>= 2.8.0)"
"DoE.base","stats"
"DoE.base","relimp"
"DoE.base","utils"
"DoE.base","graphics"
"DoE.base","tcltk"
"DoE.base","vcd"
"DoE.wrapper","R(>= 2.8.0)"
"DoE.wrapper","FrF2(>= 1.1-4)"
"DoE.wrapper","DoE.base(>= 0.12)"
"DoE.wrapper","rsm"
"DoE.wrapper","lhs"
"DoE.wrapper","DiceDesign"
"DoE.wrapper","AlgDesign(>= 1.1)"
"doMC","R (>= 2.5.0)"
"doMC","foreach(>= 1.2.0)"
"doMC","iterators(>= 1.0.0)"
"doMC","multicore(>= 0.1-2)"
"doMC","utils"
"doMPI","R (>= 2.5.0)"
"doMPI","foreach(>= 1.3.0)"
"doMPI","iterators(>= 1.0.0)"
"doMPI","Rmpi(>=
0.5-7)"
"doMPI","utils"
"doRedis","R (>= 2.5)"
"doRedis","rredis"
"doRedis","foreach(>= 1.3.0)"
"doRedis","iterators(>= 1.0.0)"
"doRedis","utils"
"DoseFinding","lattice"
"DoseFinding","mvtnorm"
"DoseFinding","numDeriv"
"DoseFinding","R (>= 2.4.1)"
"DOSim","GOSim"
"DOSim","SubpathwayMiner"
"DOSim","dynamicTreeCut"
"DOSim","moduleColor"
"DOSim","RBGL"
"DOSim","graph"
"doSNOW","R (>= 2.5.0)"
"doSNOW","foreach(>= 1.2.0)"
"doSNOW","iterators(>= 1.0.0)"
"doSNOW","snow(>=
0.3.0)"
"doSNOW","utils"
"dpmixsim","R (>= 2.9.2)"
"dpmixsim","oro.nifti"
"DPpackage","MASS"
"DPpackage","nlme"
"dr","MASS"
"drc","R (>= 2.0.0)"
"drc","lattice"
"drc","magic"
"drc","MASS"
"drc","nlme"
"drc","plotrix"
"drc","methods"
"drfit","R (>= 2.1.0)"
"drfit","stats"
"drfit","MASS"
"drfit","RODBC"
"DRI","impute"
"DRI","cghFLasso"
"drm","R(>= 1.0)"
"dse","R (>= 2.5.0)"
"dse","tframe (>= 2007.5-3)"
"dse","setRNG (>= 2004.4-1)"
"dse1","dse"
"dse2","EvalEst"
"DSpat","R (>= 2.0.0)"
"DSpat","spatstat"
"DSpat","RandomFields"
"DSpat","gpclib"
"DSpat","mgcv"
"dti","R (>= 2.5.0)"
"dti","methods"
"dti","adimpro"
"dti","fmri"
"dti","rgl"
"dtw","methods"
"dtw","proxy"
"dvfBm","wmtsa"
"dyad","R (>= 2.6.2)"
"dyn","R (>= 2.6.0)"
"dyn","zoo (>= 1.0-0)"
"dynamicGraph","R (>= 1.8.1)"
"dynamicGraph","methods"
"dynamicGraph","ggm"
"dynamicGraph","tcltk"
"dynamicTreeCut","R (>= 2.3.0)"
"dynamicTreeCut","stats"
"dynamo","R (>= 2.5)"
"dynaTree","R (>= 2.4)"
"dynCorr","lpridge"
"dynGraph","R (>= 2.8.0)"
"dynGraph","FactoMineR"
"dynGraph","rJava"
"dynlm","R (>= 2.0.0)"
"dynlm","stats"
"dynlm","zoo"
"dynlm","lmtest"
"dynlm","car"
"e1071","class"
"earth","leaps"
"earth","plotrix"
"eba","R (>= 1.8.1)"
"ebdbNet","R (>= 2.8.1)"
"Ecdat","R (>= 1.8.0)"
"ecespa","splancs"
"ecespa","spatstat (>= 1.4.0)"
"ecespa","fields"
"ecespa","akima"
"eco","R (>= 2.0)"
"eco","MASS"
"ecodist","stats"
"ecolMod","R (>= 2.01)"
"ecolMod","diagram"
"ecolMod","rootSolve"
"ecolMod","deSolve"
"ecolMod","mapdata"
"ecolMod","seacarb"
"ecolMod","scatterplot3d"
"ecolMod","deldir"
"EDR","akima"
"edrGraphicalTools","rgl"
"edrGraphicalTools","mvtnorm"
"edtdbg","R (>= 2.10.0)"
"EffectiveDose","R (>= 2.4.1)"
"EffectiveDose","methods"
"EffectiveDose","locfit"
"effects","R (>= 2.4.0)"
"effects","lattice"
"effects","grid"
"effects","MASS"
"effects","nnet"
"effects","colorspace"
"egonet","sna"
"eha","R (>= 2.2.0)"
"eha","survival"
"eha","graphics"
"eiPack","R (>= 2.0.0)"
"eiPack","MASS"
"eiPack","coda"
"eiPack","msm"
"el.convex","R (>= 2.4.1)"
"elasticnet","R (>= 1.9.0)"
"elasticnet","lars"
"ElemStatLearn","R (>= 2.4.0)"
"ElemStatLearn","stats"
"ellipse","R (>= 2.0.0)"
"ellipse","graphics"
"ellipse","stats"
"elliptic","R (>= 2.5.0)"
"elliptic","MASS"
"elliptic","emulator"
"elliptic","calibrator"
"elrm","R(>= 2.7.2)"
"elrm","coda"
"elrm","graphics"
"elrm","stats"
"EMC","R (>= 1.9.0)"
"EMC","mvtnorm"
"EMCC","R (>= 1.9.0)"
"EMCC","MASS"
"EMCC","mclust"
"EMCC","EMC"
"EMD","R (>= 2.6)"
"EMD","fields (>= 4.1)"
"emdbook","MASS"
"emdbook","lattice"
"EMJumpDiffusion","R (>= 2.5.0)"
"emme2","R (>= 1.6.0)"
"emme2","graphics"
"emplik","R (>= 2.0)"
"emplik","quantreg"
"emplik2","R (>= 1.8.0)"
"emu","R (>= 2.0)"
"emu","stats"
"emu","methods"
"emu","tcltk"
"emu","MASS"
"emulator","R (>= 2.0.0)"
"emulator","mvtnorm"
"endogMNP","R (>= 2.1)"
"endogMNP","utils"
"energy","boot"
"EngrExpt","R (>= 2.9.0)"
"EngrExpt","lattice"
"EnQuireR","FactoMineR"
"EnQuireR","SensoMineR"
"EnQuireR","Rcmdr"
"EnQuireR","MASS"
"ensembleBMA","chron"
"entropy","R (>= 2.7.0)"
"Epi","utils"
"epibasix","R (>= 2.01)"
"epicalc","R (>= 2.6.2)"
"epicalc","foreign"
"epicalc","survival"
"epiR","R (>= 2.0.0)"
"epitools","R (>= 2.1.0)"
"EQL","ttutils(>= 0.1-0)"
"eqtl","R (>= 2.6.0)"
"eqtl","qtl (>= 1.07-12)"
"equate","R (>= 2.10.0)"
"EquiNorm","R (>= 2.8.0)"
"EquiNorm","lme4"
"EquiNorm","mvtnorm"
"EquiNorm","Matrix"
"EquiNorm","lattice"
"equivalence","lattice"
"equivalence","boot"
"equivalence","grid"
"ergm","network"
"eRm","R (>= 2.9.0)"
"eRm","splines"
"eRm","methods"
"eRm","RaschSampler"
"esd4all","clim.pact"
"esd4all","cyclones"
"esd4all","akima"
"esd4all","ncdf"
"esd4all","sgeostat"
"esd4all","fields"
"esd4all","spam"
"esd4all","R
(>= 2.2.0)"
"etm","lattice"
"EvalEst","R (>= 2.5.0)"
"EvalEst","setRNG"
"EvalEst","tframe (>= 2007.5-3)"
"EvalEst","dse (>= 2007.10-1)"
"evd","stats"
"evdbayes","R (>= 1.8.0)"
"EVER","R (>= 2.5.1)"
"evir","stats"
"exact2x2","stats"
"exact2x2","exactci"
"exactci","stats"
"exactLoglinTest","R (>= 1.5)"
"exactmaxsel","R (>= 2.0.0)"
"exactmaxsel","combinat"
"exactRankTests","R (>= 2.4.0)"
"exactRankTests","stats"
"exactRankTests","utils"
"exams","R (>= 2.0.0)"
"exams","stats"
"exams","graphics"
"exams","tools"
"exams","utils"
"expectreg","R (>= 2.10.0)"
"expectreg","mboost (>= 2.0.0)"
"expectreg","BayesX (>= 0.2-4)"
"expectreg","splines"
"experiment","boot"
"experiment","MASS"
"experiment","R (>= 2.4.0)"
"expert","R (>= 2.6.0)"
"expert","stats"
"expm","R (>= 2.9.2)"
"expm","Matrix"
"expsmooth","R (>= 2.0.0)"
"expsmooth","graphics"
"expsmooth","stats"
"expsmooth","tseries"
"expsmooth","forecast"
"extracat","R (>= 2.10.0)"
"extracat","reshape"
"extracat","grid"
"extracat","MASS"
"extRemes","R (>= 2.4.0)"
"extRemes","tcltk"
"extRemes","ismev (>= 1.33)"
"extRemes","Lmoments"
"extremevalues","R (>= 2.8.0)"
"extremevalues","gWidgets"
"extremevalues","gWidgetstcltk"
"ez","R (>= 2.9.0)"
"ez","car (>= 1.2-15)"
"ez","reshape (>= 0.8.3)"
"ez","plyr (>=
0.1.9)"
"ez","ggplot2 (>= 0.8.3)"
"FactoClass","R (>= 2.7.0)"
"FactoClass","ade4"
"FactoClass","xtable"
"FactoMineR","ellipse"
"FactoMineR","lattice"
"FactoMineR","cluster"
"FactoMineR","scatterplot3d"
"Fahrmeir","stats"
"Fahrmeir","R (>= 2.1.0)"
"FAiR","R (>= 2.7.0)"
"FAiR","methods"
"FAiR","rgenoud (>= 5.4-7)"
"FAiR","gWidgetsRGtk2 (>=
0.0-31)"
"FAiR","stats4"
"FAiR","rrcov"
"FAiR","Matrix"
"fame","R (>= 2.3)"
"fame","tis"
"FAMT","mnormt"
"FAMT","impute"
"far","R (>= 2.10.0)"
"far","nlme"
"faraway","R (>= 1.4.1)"
"fArma","R (>= 2.4.0)"
"fArma","methods"
"fArma","timeDate"
"fArma","timeSeries"
"fArma","fBasics"
"farmR","rJava"
"farmR","methods"
"fAsianOptions","R (>= 2.4.0)"
"fAsianOptions","timeDate"
"fAsianOptions","timeSeries"
"fAsianOptions","fBasics"
"fAsianOptions","fOptions"
"fAssets","R (>= 2.6.0)"
"fAssets","methods"
"fAssets","sn"
"fAssets","MASS"
"fAssets","robustbase"
"fAssets","timeDate"
"fAssets","timeSeries"
"fAssets","fBasics"
"fAssets","fCopulae (>= 2100.77)"
"fastICA","R (>= 2.8.0)"
"favir","R (>= 2.8.0)"
"favir","ChainLadder"
"favir","ggplot2"
"favir","plyr"
"favir","reshape"
"favir","tools"
"fBasics","R (>= 2.6.0)"
"fBasics","MASS"
"fBasics","methods"
"fBasics","timeDate"
"fBasics","timeSeries (>= 2100.84)"
"fbati","pbatR(>= 2.0.0)"
"fbati","fgui"
"fbati","rootSolve"
"fbati","tcltk"
"fBonds","R (>= 2.4.0)"
"fBonds","timeDate"
"fBonds","timeSeries"
"fBonds","fBasics"
"fCalendar","R (>= 2.4.0)"
"fCalendar","methods"
"fCalendar","MASS"
"fCalendar","fUtilities"
"fCalendar","fEcofin"
"fCertificates","R (>= 2.6.0)"
"fCertificates","fBasics"
"fCertificates","fOptions"
"fCertificates","fExoticOptions"
"fCopulae","R (>= 2.4.0)"
"fCopulae","sn"
"fCopulae","methods"
"fCopulae","timeDate"
"fCopulae","timeSeries"
"fCopulae","fBasics (>=
2100.78)"
"FD","ade4"
"FD","ape"
"FD","geometry"
"FD","vegan"
"fda","R (>= 2.4.0)"
"fda","splines"
"fda","zoo"
"fdim","R (>= 2.0.0)"
"fdrtool","R (>= 2.7.0)"
"fds","R (>= 2.6.0)"
"fds","rainbow"
"fds","RCurl"
"fdth","R (>= 2.6.0)"
"fdth","base"
"fdth","grDevices"
"fdth","graphics"
"feature","R (>= 1.4.0)"
"feature","KernSmooth"
"feature","rpanel"
"feature","ks (>= 1.6.3)"
"fechner","R (>= 2.9.0)"
"fechner","base"
"fechner","graphics"
"fechner","stats"
"fEcofin","R (>= 2.6.0)"
"fEcofin","utils"
"FEST","R (>= 2.4.0)"
"FEST","methods"
"FEST","kinship"
"FEST","MASS"
"FEST","hapsim"
"fExoticOptions","R (>= 2.4.0)"
"fExoticOptions","methods"
"fExoticOptions","timeDate"
"fExoticOptions","timeSeries"
"fExoticOptions","fBasics"
"fExoticOptions","fOptions"
"fExtremes","R (>= 2.4.0)"
"fExtremes","methods"
"fExtremes","timeDate"
"fExtremes","timeSeries"
"fExtremes","fBasics"
"fExtremes","fGarch"
"fExtremes","fTrading"
"ff","R (>= 2.9.2)"
"ff","utils"
"ff","tools"
"ff","bit (>= 1.1-1)"
"fftw","R (>= 2.10.0)"
"fGarch","R (>= 2.6.0)"
"fGarch","stats"
"fGarch","graphics"
"fGarch","methods"
"fGarch","timeDate"
"fGarch","timeSeries"
"fGarch","fBasics (>= 2100.78)"
"FGN","R (>= 2.1.0)"
"FGN","ltsa"
"fgui","tools"
"fields","methods"
"fields","spam"
"FieldSim","R (>= 2.0.0)"
"FieldSim","methods"
"FieldSim","rgl"
"FieldSim","RColorBrewer"
"filehash","R (>= 2.9.0)"
"filehash","methods"
"filehashSQLite","R (>= 2.9.0)"
"filehashSQLite","methods"
"filehashSQLite","filehash (>= 1.0)"
"filehashSQLite","DBI"
"filehashSQLite","RSQLite"
"fImport","R (>= 2.6.0)"
"fImport","methods"
"fImport","timeDate"
"fImport","timeSeries"
"financial","R (>= 2.0)"
"fingerprint","methods"
"FinTS","zoo"
"FinTS","graphics"
"fisheyeR","tkrplot"
"fisheyeR","methods"
"fishmethods","R (>= 2.8.0)"
"fishmethods","boot"
"fishmethods","stats"
"fishmethods","foreign"
"fit4NM","gWidgets"
"fit4NM","tcltk"
"fit4NM","tkrplot"
"fit4NM","RGtk2"
"fit4NM","gWidgetsRGtk2"
"FitAR","R (>= 2.0.0)"
"FitAR","lattice"
"FitAR","leaps"
"FitAR","ltsa"
"FitAR","bestglm"
"FitARMA","R (>= 2.0.0)"
"FitARMA","FitAR"
"fitdistrplus","R (>= 2.10.0)"
"FITSio","R (>= 2.0.0)"
"FKF","R(>= 2.8)"
"flashClust","R (>= 2.3.0)"
"flexclust","graphics"
"flexclust","grid"
"flexclust","lattice"
"flexclust","modeltools (>= 0.2-16)"
"flexCrossHaz","survival"
"flexCrossHaz","splines"
"flexmix","lattice"
"flexmix","modeltools (>= 0.2-16)"
"flexmix","multcomp"
"flsa","R (>= 2.0.0)"
"flubase","R (>= 2.7)"
"flubase","forecast"
"flubase","FinTS"
"fma","R (>= 2.0.0)"
"fma","graphics"
"fma","stats"
"fma","tseries"
"fma","forecast"
"FME","R (>= 2.6)"
"FME","deSolve"
"FME","rootSolve"
"FME","minpack.lm"
"FME","MASS"
"FME","coda"
"fmri","tcltk"
"fmsb","R (>= 2.2.0)"
"fMultivar","R (>= 2.4.0)"
"fMultivar","methods"
"fMultivar","sn"
"fMultivar","timeDate"
"fMultivar","timeSeries"
"fMultivar","fBasics"
"FNN","R (>= 2.8.0)"
"fNonlinear","R (>= 2.4.0)"
"fNonlinear","methods"
"fNonlinear","timeDate"
"fNonlinear","timeSeries"
"fNonlinear","fBasics"
"fNonlinear","fGarch"
"foba","R (>= 2.0.0)"
"fOptions","R (>= 2.4.0)"
"fOptions","methods"
"fOptions","timeDate"
"fOptions","timeSeries"
"fOptions","fBasics"
"foreach","R (>= 2.5.0)"
"foreach","iterators(>= 1.0.0)"
"foreach","codetools"
"foreach","utils"
"forecast","R (>= 2.0.0)"
"forecast","graphics"
"forecast","stats"
"forecast","tseries"
"forecast","fracdiff"
"foreign","R (>= 2.10.0)"
"foreign","stats"
"forensic","R (>= 2.4.0)"
"forensic","genetics"
"forensic","combinat"
"forensim","methods"
"formatR","gWidgets"
"formatR","animation"
"Formula","R (>= 2.0.0)"
"Formula","stats"
"formula.tools","R (>= 2.9.0)"
"formula.tools","operator.tools(>= 0.2.1)"
"formula.tools","utils"
"formula.tools","methods"
"fortunes","R (>= 2.1.0)"
"forward","R (>= 2.8)"
"forward","MASS"
"fossil","sp"
"fpc","R (>= 1.9)"
"fpc","MASS"
"fpc","cluster"
"fpc","mclust"
"fpc","flexmix"
"fpca","sm"
"fpca","splines"
"fPortfolio","R (>= 2.8.0)"
"fPortfolio","methods"
"fPortfolio","MASS"
"fPortfolio","quadprog"
"fPortfolio","robustbase"
"fPortfolio","timeDate"
"fPortfolio","timeSeries"
"fPortfolio","fBasics"
"fPortfolio","fAssets (>= 2100.78)"
"fPortfolio","Rglpk"
"fpow","R (>= 2.8.0)"
"fractal","R (>= 2.5.1)"
"fractal","splus2R (>= 1.0-2)"
"fractal","ifultools (>= 1.0-3)"
"fractal","sapa
(>= 1.0-2)"
"fractal","wmtsa (>= 1.0-3)"
"fractal","akima"
"fractal","MASS"
"fractal","scatterplot3d"
"fractalrock","R (>= 2.8.0)"
"fractalrock","futile.any"
"fractalrock","futile.logger"
"fractalrock","timeDate"
"fractalrock","zoo"
"fractalrock","xts"
"fractalrock","quantmod"
"frailtypack","R (>= 2.0.0)"
"frailtypack","survival"
"FRB","corpcor"
"frbf","methods"
"fRegression","R (>= 2.4.0)"
"fRegression","methods"
"fRegression","mgcv"
"fRegression","nnet"
"fRegression","polspline"
"fRegression","timeDate"
"fRegression","timeSeries"
"fRegression","fBasics"
"fRegression","fTrading"
"fRegression","fMultivar"
"FrF2","R(>= 2.8.0)"
"FrF2","BsMD"
"FrF2","scatterplot3d"
"FrF2","igraph"
"FrF2","sfsmisc"
"FrF2","DoE.base
(>= 0.11)"
"FrF2.catlg128","R(>= 2.8.0)"
"FrF2.catlg128","FrF2(>= 1.1-1)"
"frontier","R (>= 2.0.0)"
"frontier","plm (>= 1.0-1)"
"frontier","micEcon (>= 0.6-1)"
"frontier","miscTools
(>= 0.6-1)"
"frontier","Formula (>= 0.2-0)"
"frontier","lmtest (>= 0.9-24)"
"FSelector","randomForest"
"FSelector","RWeka"
"FSelector","digest"
"fSeries","R (>= 2.4.0)"
"fSeries","robustbase"
"fSeries","methods"
"fSeries","fUtilities"
"fSeries","fEcofin"
"fSeries","fCalendar"
"FTICRMS","Matrix"
"FTICRMS","lattice"
"FTICRMS","splines"
"fTrading","R (>= 2.4.0)"
"fTrading","methods"
"fTrading","timeDate"
"fTrading","timeSeries"
"fTrading","fBasics"
"fts","utils"
"fts","stats"
"ftsa","R (>= 2.6.0)"
"ftsa","forecast"
"ftsa","rainbow"
"FunCluster","R (>= 2.0.0)"
"FunCluster","Hmisc"
"FunCluster","cluster"
"FunctSNP","R (>= 2.9.0)"
"FunctSNP","DBI"
"FunctSNP","RSQLite"
"FunctSNP","utils"
"fUnitRoots","R (>= 2.4.0)"
"fUnitRoots","urca"
"fUnitRoots","methods"
"fUnitRoots","timeDate"
"fUnitRoots","timeSeries"
"fUnitRoots","fBasics"
"FunNet","R (>= 2.6.0)"
"FunNet","ade4"
"FunNet","cluster"
"FunNet","Hmisc"
"FunNet","nlme"
"FunNet","sna"
"FunNet","Cairo"
"futile","R (>= 2.8.0)"
"futile","futile.options"
"futile","futile.logger"
"futile","futile.matrix"
"futile","futile.any"
"futile.any","R (>= 2.8.0)"
"futile.logger","R (>= 2.8.0)"
"futile.logger","futile.options"
"futile.matrix","R (>= 2.8.0)"
"futile.matrix","futile.logger"
"futile.matrix","futile.any"
"futile.options","R (>= 2.8.0)"
"futile.paradigm","futile.options"
"fUtilities","R (>= 2.4.0)"
"fUtilities","methods"
"fUtilities","MASS"
"fuzzyRankTests","R (>= 2.6.0)"
"fwdmsa","R (>= 2.10.0)"
"fxregime","R (>= 2.3.0)"
"fxregime","graphics"
"fxregime","stats"
"fxregime","zoo"
"fxregime","sandwich"
"fxregime","strucchange"
"G1DBN","R (>= 2.5.1)"
"G1DBN","MASS"
"G1DBN","sna"
"gafit","R (>= 1.2.0)"
"gam","R (>= 2.0)"
"gam","stats"
"gam","splines"
"gam","akima"
"gamair","R (>= 1.8.0)"
"GAMens","R (>= 2.4.0)"
"GAMens","splines"
"GAMens","akima"
"GAMens","gam"
"gamesNws","nws"
"gamlss","R (>= 2.4.0)"
"gamlss","graphics"
"gamlss","stats"
"gamlss","splines"
"gamlss","utils"
"gamlss","gamlss.dist"
"gamlss","gamlss.data"
"gamlss.add","R (>= 2.4.0)"
"gamlss.add","gamlss"
"gamlss.add","mgcv"
"gamlss.add","nnet"
"gamlss.add","gamlss.util"
"gamlss.add","gamlss.nl"
"gamlss.cens","R (>= 2.2.1)"
"gamlss.cens","gamlss"
"gamlss.data","R (>= 2.4.0)"
"gamlss.demo","R (>= 2.4.0)"
"gamlss.demo","rpanel"
"gamlss.demo","gamlss"
"gamlss.demo","gamlss.tr"
"gamlss.demo","gamlss.util"
"gamlss.dist","R (>= 2.4.0)"
"gamlss.mx","R (>= 2.2.1)"
"gamlss.mx","gamlss"
"gamlss.mx","nnet"
"gamlss.mx","MASS"
"gamlss.nl","R (>= 2.2.1)"
"gamlss.nl","gamlss"
"gamlss.nl","survival"
"gamlss.tr","R (>= 2.2.1)"
"gamlss.tr","gamlss"
"gamlss.util","R (>= 2.4.0)"
"gamlss.util","gamlss"
"gamlss.util","colorspace"
"gamlss.util","Matrix"
"gamm4","R (>= 2.9.0)"
"gamm4","methods"
"gamm4","Matrix"
"gamm4","lme4 (>= 0.999375-31)"
"gamm4","mgcv (>=
1.6-2)"
"gap","R (>= 2.0.0)"
"gaussDiff","R (>= 1.8.0)"
"gausspred","R (>= 2.8.1)"
"gbev","mvtnorm"
"gbm","R (>= 2.5.0)"
"gbm","survival"
"gbm","lattice"
"gbm","splines"
"gbs","R (>= 1.8.0)"
"gbs","nlme"
"gcExplorer","graphics"
"gcExplorer","methods"
"gcExplorer","flexclust (>= 1.0-0)"
"gcExplorer","Rgraphviz"
"gclus","cluster"
"gcmrec","R (>= 2.0.0)"
"gcmrec","survrec"
"gcolor","R (>= 2.8)"
"gdata","R (>= 2.6.0)"
"GDD","R (>= 1.9.0)"
"gee","stats"
"geepack","doBy"
"geiger","ape (>= 1.9-4)"
"geiger","MASS"
"geiger","mvtnorm"
"geiger","msm"
"geiger","ouch"
"GenABEL","R (>= 2.10.0)"
"GenABEL","methods"
"GenABEL","MASS"
"gene2pathway","R (>= 2.10.0)"
"gene2pathway","kernlab (>= 0.9)"
"gene2pathway","biomaRt (>= 1.12.1)"
"gene2pathway","KEGGSOAP
(>= 1.12.0)"
"gene2pathway","RBGL"
"gene2pathway","AnnotationDbi"
"gene2pathway","org.Dm.eg.db"
"gene2pathway","keggorthology
(>= 2.0)"
"geneARMA","mvtnorm"
"Geneclust","deldir"
"Geneclust","fields"
"Geneclust","spatial"
"GeneCycle","R (>= 2.7.0)"
"GeneCycle","MASS"
"GeneCycle","longitudinal (>= 1.1.3)"
"GeneCycle","fdrtool (>=
1.2.5)"
"genefu","survcomp"
"genefu","amap"
"genefu","mclust"
"genefu","gplots"
"genefu","R (>= 2.5.0)"
"Geneland","RandomFields"
"Geneland","fields"
"Geneland","mapproj"
"Geneland","maps"
"Geneland","snow"
"Geneland","tcltk"
"GeneNet","R (>= 2.7.0)"
"GeneNet","corpcor (>= 1.5.3)"
"GeneNet","longitudinal (>= 1.1.5)"
"GeneNet","fdrtool (>= 1.2.5)"
"GeneralizedHyperbolic","R (>= 2.3.0)"
"GeneralizedHyperbolic","DistributionUtils"
"GeneReg","splines"
"GeneReg","igraph"
"genetics","combinat"
"genetics","gdata"
"genetics","gtools"
"genetics","MASS"
"genetics","mvtnorm"
"GenKern","KernSmooth"
"GenKern","utils"
"genomatic","R (>= 2.9.2)"
"genomatic","tcltk"
"genoPlotR","R (>= 2.10.0)"
"genoPlotR","methods"
"genoPlotR","grid"
"genoPlotR","ade4"
"geofd","R (>= 2.10.0)"
"geofd","fda"
"geofd","geoR"
"geofd","tkrplot"
"GEOmap","geomapdata"
"GEOmap","RPMG"
"GEOmap","akima"
"GEOmap","splancs"
"geometry","R (>= 2.5.0)"
"geonames","R (>= 2.2.0)"
"geonames","rjson"
"geophys","RPMG"
"geophys","RFOC"
"geophys","MASS"
"geophys","cluster"
"geophys","stats"
"geoR","R (>= 2.2.0)"
"geoR","stats"
"geoR","sp"
"geoRglm","R (>= 2.2.0)"
"geoRglm","geoR (>= 1.6-25)"
"geoRglm","stats"
"geosphere","methods"
"GeoXp","R (>= 2.7.0)"
"GeoXp","fields"
"GeoXp","KernSmooth"
"GeoXp","mvoutlier"
"GeoXp","rgl"
"GeoXp","robustbase"
"GeoXp","spdep"
"GeoXp","splancs"
"GeoXp","stats"
"GeoXp","tcltk"
"geozoo","R (>= 1.8.0)"
"geozoo","bitops"
"geozoo","tourr"
"GEVcdn","VGAM"
"GExMap","multtest"
"GGally","ggplot2"
"ggm","R (>= 2.1.1)"
"GGMselect","mvtnorm"
"GGMselect","lars"
"GGMselect","gtools"
"ggplot2","reshape (>= 0.8.0)"
"ggplot2","grid"
"ggplot2","proto"
"ghyp","R(>= 2.7)"
"ghyp","methods"
"ghyp","numDeriv"
"ghyp","graphics"
"ghyp","stats"
"ghyp","gplots"
"gibbs.met","R (>= 2.5.1)"
"GillespieSSA","R (>= 2.0.0)"
"giRaph","R (>= 2.4.0)"
"giRaph","graphics"
"giRaph","methods"
"GLDEX","cluster"
"gllm","R (>= 0.99)"
"glmdm","R (>= 1.4.1)"
"glmdm","compositions"
"glmdm","MASS"
"glmdm","msm"
"glmdm","mvtnorm"
"glmdm","e1071"
"glmdm","coda"
"glmdm","MCMCpack"
"glmdm","class"
"glmdm","lattice"
"glmdm","LearnBayes"
"glmmAK","R (>= 2.0.0)"
"glmmAK","smoothSurv"
"glmmAK","coda"
"glmmAK","mvtnorm"
"GLMMarp","R (>= 2.8.0)"
"GLMMarp","coda (>= 0.11-3)"
"GLMMarp","MCMCpack"
"GLMMarp","mvtnorm"
"GLMMarp","lattice"
"GLMMarp","msm"
"GLMMarp","MASS"
"GLMMarp","Matrix"
"GLMMarp","accuracy"
