"Package","User","Installed"
"plm",16,1
"genefu",8,0
"asbio",19,0
"DiceDesign",47,0
"gpls",13,0
"RcmdrPlugin.TeachingDemos",56,0
"mFilter",62,0
"aroma.affymetrix",55,0
"nparcomp",60,0
"rpubchem",23,0
"RImageJ",28,0
"exactmaxsel",42,0
"gamlss.add",30,0
"mstate",63,0
"clusterfly",6,0
"gmaps",42,0
"samr",3,0
"maxLik",15,0
"odfWeave.survey",25,0
"portfolioSim",56,0
"PTAk",7,0
"randomForest",61,1
"csampling",41,0
"PtProcess",4,0
"reshape",56,1
"moc",1,0
"ks",65,0
"msProcess",15,0
"clustTool",49,0
"SASmixed",37,0
"someKfwer",1,0
"stashR",11,0
"mhsmm",51,0
"scrapeR",30,0
"deSolve",25,0
"SlimPLS",40,0
"survivalROC",3,0
"magnets",62,0
"UScensus2000cdp",54,0
"tripEstimation",65,0
"estout",42,0
"fTrading",7,0
"metafor",41,0
"survival",51,1
"iCluster",9,0
"dr",21,0
"mcmc",8,0
"Sleuth2",26,0
"grImport",30,0
"tourrGui",41,0
"amer",46,0
"exactmaxsel",62,0
"Fahrmeir",41,0
"SMCP",41,0
"tawny",31,0
"deSolve",4,0
"cramer",63,0
"languageR",50,0
"ReadImages",31,0
"tm",54,0
"ordinal",15,0
"COZIGAM",8,0
"TRIANG",58,0
"bild",49,0
"RWebMA",14,0
"intcox",36,0
"svWidgets",40,0
"vegan",19,1
"Imap",21,0
"PKtools",28,0
"sphet",59,0
"popPK",9,0
"intervals",59,0
"classInt",23,0
"BradleyTerry",40,0
"RthroughExcelWorkbooksInstaller",58,0
"blockTools",5,1
"mseq",62,0
"expm",36,0
"longmemo",11,0
"SRPM",56,0
"SOAR",62,0
"biganalytics",16,0
"RGraphics",65,0
"filehash",5,1
"AcceptanceSampling",3,0
"SNPMaP",63,0
"amap",57,0
"rEMM",16,0
"multinomRob",60,0
"qpcR",48,0
"TeachingDemos",23,1
"wvioplot",35,0
"IQCC",31,0
"Design",48,0
"MixSim",65,0
"aqp",1,0
"gbm",59,0
"psyphy",19,1
"DBI",1,0
"cyclones",5,1
"bs",48,0
"futile.matrix",6,0
"crmn",48,0
"BootPR",34,0
"eVenn",61,0
"RScaLAPACK",55,0
"cgh",65,0
"fuzzyRankTests",3,0
"HGLMMM",42,0
"Bolstad2",62,0
"imprProbEst",61,0
"scaleboot",9,0
"qlspack",48,0
"repolr",26,0
"lemma",40,0
"HSAUR2",21,0
"RLastFM",57,0
"MKLE",57,0
"odfWeave",11,0
"JJcorr",9,0
"umlr",8,0
"MIfuns",40,0
"RaschSampler",51,0
"phull",63,0
"rhosp",21,0
"sisus",58,0
"SNPMaP.cdm",62,0
"BGSIMD",56,0
"fields",33,0
"censReg",27,0
"spsurvey",25,0
"packdep",59,0
"RcmdrPlugin.sos",16,0
"audio",33,0
"lda.cv",21,0
"ddesolve",63,0
"wavelets",11,0
"cairoDevice",23,0
"optBiomarker",25,0
"rela",59,0
"skellam",6,0
"hot",30,0
"bigtabulate",50,0
"CvM2SL2Test",65,0
"nlme",30,1
"surveillance",31,0
"PtProcess",65,0
"coda",21,0
"Geneland",63,0
"ROracle",44,0
"SSSR",1,0
"Peaks",49,0
"aod",61,0
"MCMCpack",63,0
"vowels",9,0
"Imap",30,0
"sp",63,1
"clusterfly",62,0
"gamm4",55,0
"glmmAK",45,0
"emoa",41,0
"cheb",8,0
"fgac",50,0
"dse1",25,0
"cocorresp",34,0
"ca",1,0
"GridR",44,0
"DiceOptim",19,0
"nsRFA",49,0
"hydrogeo",27,0
"simex",46,0
"marginalmodelplots",13,0
"hypergeo",47,0
"tclust",59,0
"bayesclust",42,0
"geofd",36,0
"vegan",14,0
"tframePlus",15,0
"sparcl",60,0
"odfWeave",30,1
"BradleyTerry2",16,0
"tdthap",42,0
"extracat",44,0
"tseriesChaos",58,0
"depmixS4",8,0
"splancs",54,0
"graphicsQC",55,0
"tensorA",33,0
"tsfa",19,0
"reweight",34,0
"fCertificates",41,0
"tcltk2",45,0
"Runuran",9,0
"pedigree",56,0
"MSToolkit",43,0
"fortunes",6,0
"biopara",28,0
"mmcm",3,0
"relaimpo",7,0
"r2lh",14,0
"LMGene",31,0
"aylmer",26,0
"adegenet",42,0
"adabag",60,0
"tossm",27,0
"diamonds",44,0
"urn",45,0
"solaR",48,0
"minet",36,0
"dtt",51,0
"DoE.wrapper",21,0
"betareg",65,0
"geozoo",47,0
"mefa",46,0
"epicalc",44,0
"tileHMM",65,0
"lokern",11,0
"PropCIs",61,0
"R2WinBUGS",64,0
"modehunt",8,0
"flsa",36,0
"granova",59,0
"latticeExtra",15,1
"ModelGood",5,1
"mra",9,0
"hdeco",5,1
"sdcTable",37,0
"stepPlr",54,0
"nppbib",54,0
"muhaz",25,0
"FSelector",11,0
"sparkTable",11,0
"richards",59,0
"tossm",45,0
"schoolmath",56,0
"lpSolve",62,0
"marg",19,0
"FitAR",28,0
"randomLCA",56,0
"anacor",7,0
"gllm",47,0
"mombf",3,0
"polysat",16,0
"gnumeric",30,0
"CombMSC",41,0
"MBA",30,0
"bdsmatrix",58,0
"aspect",59,0
"signal",19,0
"pixmap",25,0
"gpls",54,0
"FBN",7,0
"g.data",23,0
"DiagnosisMed",1,0
"stream.net",23,0
"MCMChybridGP",41,0
"edtdbg",47,0
"diseasemapping",15,0
"fractal",29,0
"NetData",43,0
"concor",8,0
"aroma.apd",16,0
"WhatIf",19,0
"mcclust",31,0
"cobs",44,0
"survey",15,0
"multicore",45,0
"poistweedie",41,0
"VecStatGraphs2D",5,1
"fortunes",42,0
"cacher",3,0
"paleoTS",4,0
"nplplot",57,0
"cba",5,1
"pvclass",4,0
"biglm",6,1
"tpr",29,0
"gamlss",7,0
"minxent",46,0
"maanova",40,0
"rsm",29,0
"ecodist",1,0
"IBrokers",62,0
"fds",55,0
"elasticnet",40,0
"OjaNP",43,0
"multmod",49,0
"marginalmodelplots",43,0
"HWEBayes",43,0
"cairoDevice",3,0
"ipred",57,0
"CVThresh",61,0
"Ratings",51,0
"BARD",55,0
"pls",9,0
"som",57,0
"bigmemory",16,0
"robustbase",3,1
"nlrwr",6,0
"PSAgraphics",3,0
"MOCCA",15,0
"FTICRMS",41,0
"sca",4,0
"topicmodels",64,0
"edci",64,0
"hgam",49,0
"WMBrukerParser",11,0
"poistweedie",64,0
"timsac",41,0
"Rvmmin",9,0
"maps",13,1
"seacarb",63,0
"ZIGP",50,0
"CCP",28,0
"kmi",35,0
"SlimPLS",54,0
"mmcm",14,0
"FrF2",56,0
"Amelia",37,0
"FGN",26,0
"YaleToolkit",14,0
"mco",56,0
"ares",35,0
"futile.options",64,0
"MatchIt",50,0
"logregperm",9,0
"apsrtable",64,0
"ffmanova",21,0
"vegdata",57,0
"Snowball",21,0
"interactivity",8,0
"FD",11,0
"plm",35,1
"paleoTS",33,0
"hlr",29,0
"miscTools",4,0
"AIM",16,0
"compHclust",46,0
"metacor",33,0
"RArcInfo",31,1
"fmri",41,0
"bootruin",13,0
"mclust",55,0
"aod",63,0
"Rcsdp",35,0
"vrtest",30,0
"BioPhysConnectoR",13,0
"iBUGS",4,0
"sets",57,0
"epinet",56,0
"gogarch",25,0
"Geneclust",3,0
"CalciOMatic",16,0
"Fahrmeir",43,1
"sensitivity",9,0
"DiceDesign",34,0
"CADFtest",36,0
"mixsmsn",11,0
"LLAhclust",43,0
"DeducerPlugInExample",55,0
"COZIGAM",41,0
"lazy",7,0
"monoProc",36,0
"HWEintrinsic",59,0
"CollocInfer",15,0
"Formula",30,1
"Zelig",31,1
"bise",49,0
"QuACN",42,0
"pcaPP",57,0
"geonames",57,0
"clim.pact",62,0
"RDS",46,0
"TeachingDemos",7,0
"base",60,1
"SpatialExtremes",16,0
"mixOmics",14,0
"RpgSQL",14,0
"sac",7,0
"vcdExtra",29,0
"snow",61,1
"tiger",7,0
"SQLiteDF",31,0
"MMIX",13,0
"gplots",55,1
"remix",9,0
"sisus",33,0
"maxLik",14,1
"extracat",14,0
"Geneland",25,0
"cxxPack",48,0
"CCMtools",1,0
"lspls",59,0
"MLDA",42,0
"SampleSizeProportions",16,0
"RcmdrPlugin.DoE",37,0
"infotheo",42,0
"recommenderlab",4,0
"classInt",16,1
"cem",23,0
"meboot",3,0
"brew",25,0
"lcd",19,0
"gamlss.cens",34,0
"RcmdrPlugin.steepness",56,0
"fts",56,1
"RScaLAPACK",23,0
"gsDesign",33,0
"SQLiteDF",3,0
"waveclock",54,0
"maxstat",60,0
"lcda",44,0
"twiddler",19,0
"labeltodendro",55,0
"sparcl",25,0
"splinesurv",47,0
"semPLS",29,0
"mspath",9,0
"orloca",36,0
"flubase",45,0
"heatmap.plus",49,1
"fractal",36,0
"iCluster",19,0
"bise",11,0
"RcmdrPlugin.PT",21,0
"DTDA",28,0
"Defaults",21,0
"LoopAnalyst",3,0
"mutossGUI",13,0
"GSA",64,0
"tslars",26,0
"emme2",63,0
"ProDenICA",19,0
"gclus",50,1
"grpreg",57,0
"sigma2tools",34,0
"WhatIf",14,0
"crosshybDetector",57,0
"sde",63,0
"haplo.ccs",31,0
"PKtools",13,0
"DTK",4,0
"paltran",58,0
"eRm",63,0
"eha",59,0
"RcmdrPlugin.SLC",3,0
"NestedCohort",29,0
"formula.tools",29,0
"corrgram",5,1
"TRIANG",15,0
"tpsDesign",56,0
"papply",14,0
"DBI",29,1
"PresenceAbsence",23,0
"mvoutlier",63,0
"FrF2.catlg128",7,0
"kernelPop",47,0
"ggplot2",60,0
"gamesNws",60,0
"cba",29,0
"qcc",14,1
"np",37,0
"CorrBin",30,0
"vardiag",47,0
"ResearchMethods",37,0
"proftools",29,0
"BayesValidate",27,0
"ars",23,0
"CoCo",40,0
"biganalytics",49,0
"GWASExactHW",43,0
"randtoolbox",40,0
"NestedCohort",43,0
"sdcMicro",59,0
"openNLPmodels.es",63,0
"nlADG",64,0
"locpol",42,0
"corpcor",51,0
"Reliability",33,0
"pan",45,0
"EMC",9,0
"SAPP",36,0
"RNetCDF",36,0
"MatrixModels",29,0
"spgrass6",29,0
"spgwr",44,0
"geofd",4,0
"SwissAir",21,0
"AER",63,0
"pomp",19,0
"matlab",25,0
"binarySimCLF",54,0
"heatmap.plus",56,0
"rbugs",6,0
"msBreast",8,0
"ordinal",46,0
"EnQuireR",26,0
"pastecs",13,0
"apsrtable",48,0
"wle",63,0
"AnalyzeFMRI",23,0
"nlrwr",55,0
"trio",35,0
"CCMtools",31,0
"LearnEDA",47,0
"write.snns",61,0
"spatialkernel",4,0
"svIDE",65,0
"CNVassoc",25,0
"vars",16,0
"permtest",56,0
"sampfling",6,0
"SPACECAP",56,0
"ripa",34,0
"Hmisc",54,1
"fuzzyOP",25,0
"cimis",30,0
"isopam",1,0
"dr",5,1
"dataframes2xls",56,0
"RcmdrPlugin.TeachingDemos",8,0
"MAMA",60,0
"fds",25,0
"extRemes",58,0
"rdetools",8,0
"ash",34,0
"asypow",48,0
"alphahull",47,0
"limSolve",56,0
"wikibooks",30,0
"lago",44,0
"fftw",60,0
"RQDA",37,0
"HDclassif",26,0
"diffusionMap",28,0
"RSvgDevice",62,0
"BiodiversityR",61,0
"compute.es",45,0
"marginalmodelplots",55,0
"tpsDesign",27,0
"RandVar",16,0
"shapes",47,0
"hapassoc",55,0
"statnet",35,0
"qualityTools",59,0
"paltran",36,0
"RcmdrPlugin.qcc",44,0
"CompQuadForm",65,0
"R2jags",64,0
"futile.options",57,0
"statnet",61,1
"metafor",61,0
"sparcl",36,0
"DiagnosisMed",51,0
"colbycol",7,0
"randomForest",41,1
"hier.part",42,0
"Rcgmin",40,0
"SNPmaxsel",4,0
"randomLCA",28,0
"topmodel",34,0
"cslogistic",37,0
"StreamMetabolism",27,0
"svcm",21,0
"gamlss.dist",31,0
"alphahull",49,0
"entropy",6,0
"colorspace",23,1
"analogue",45,0
"lokern",19,0
"depmixS4",36,0
"multipol",65,0
"fit4NM",11,0
"RJaCGH",28,0
"missMDA",30,0
"mvnormtest",37,0
"fbati",50,0
"sdcMicro",14,0
"arulesNBMiner",59,0
"cgh",1,0
"magma",33,0
"kknn",49,0
"Reliability",3,0
"CPE",1,0
"PKfit",9,0
"mokken",51,0
"ccgarch",4,0
"hot",8,0
"ppMeasures",11,0
"rioja",50,0
"MasterBayes",63,0
"CvM2SL1Test",49,0
"mixsmsn",55,0
"ModelMap",61,0
"Rlabkey",55,0
"mkin",36,0
"RCurl",41,1
"vars",1,0
"gamesNws",47,0
"psgp",8,0
"spuRs",56,0
"REEMtree",47,0
"paleoMAS",16,0
"POT",40,0
"seqinr",64,0
"scrapeR",14,0
"mcmc",47,0
"gamlss.nl",42,0
"faraway",11,0
"gllm",35,0
"SAPP",6,0
"desire",15,0
"QCAGUI",56,0
"HardyWeinberg",42,0
"pcaPP",40,1
"sdcMicro",48,0
"mnormt",13,0
"session",25,0
"GWRM",8,0
"labstatR",1,0
"taskPR",58,0
"PearsonDS",28,0
"mixstock",11,0
"wikibooks",40,0
"micEconSNQP",42,0
"taskPR",19,0
"RProtoBuf",44,0
"arulesNBMiner",46,0
"ggm",6,0
"tgram",58,0
"CalciOMatic",48,0
"ads",28,0
"lss",60,0
"svcR",40,0
"MCAPS",5,1
"Devore6",61,0
"spaa",8,0
"exactmaxsel",8,0
"pbatR",60,0
"mvna",45,0
"mhsmm",27,0
"sos",61,0
"JJcorr",3,0
"CompRandFld",62,0
"bootStepAIC",19,0
"rrp",63,0
"edci",31,0
"nparLD",36,0
"FNN",48,0
"segclust",33,0
"spsurvey",54,0
"RODM",59,0
"corrgram",65,0
"MCAPS",44,0
"fExtremes",19,0
"phpSerialize",46,0
"x12",30,0
"samplingbook",5,1
"dblcens",40,0
"frailtypack",45,0
"dyn",51,0
"rtiff",15,0
"HI",56,0
"trex",49,0
"secr",57,0
"BoolNet",19,0
"stockPortfolio",59,0
"classifly",49,0
"rstream",26,0
"xterm256",33,0
"dblcens",34,0
"clustvarsel",15,0
"MaXact",6,0
"CHsharp",29,0
"distrDoc",48,0
"gaussDiff",25,0
"gdata",31,1
"ptw",21,0
"rhosp",30,0
"PCS",30,0
"gamlss.dist",35,0
"GExMap",54,0
"WilcoxCV",37,0
"nlmeODE",58,0
"portfolio",36,0
"VecStatGraphs2D",13,0
"metafor",34,0
"FracSim",30,0
"rda",44,0
"RandForestGUI",19,0
"fwdmsa",62,0
"ivivc",33,0
"rrv",65,0
"Hmisc",63,1
"longitudinal",48,0
"PearsonDS",50,0
"meboot",56,0
"SDaA",8,0
"halp",34,0
"DAKS",49,0
"binMto",9,0
"geosphere",28,0
"SpatialNP",19,0
"GroupSeq",58,0
"mhurdle",50,0
"doRedis",11,0
"mvabund",14,0
"howmany",15,0
"rcom",54,0
"calib",29,0
"LDtests",65,0
"MCE",56,0
"betaper",25,0
"pedantics",40,0
"qp",54,0
"fBasics",63,1
"amer",4,0
"dicionariosIBGE",65,0
"symmoments",19,0
"proj4",65,0
"outliers",55,0
"Brobdingnag",1,0
"hexView",58,0
"lcda",30,0
"RBGL",27,1
"sdcMicro",28,0
"pamctdp",25,0
"EMCC",50,0
"uncompress",8,0
"dynlm",42,0
"mvnormtest",31,0
"RTisean",56,0
"mvtnorm",29,1
"ReadImages",1,0
"fgui",29,0
"depth",16,0
"VIF",14,0
"GeoXp",41,0
"pvclass",11,0
"mixer",54,0
"CorrBin",43,0
"rgcvpack",27,0
"FRB",4,0
"trex",33,0
"MKmisc",3,0
"glmpath",63,0
"MplusAutomation",55,0
"allan",14,0
"RaschSampler",7,0
"GLDEX",57,0
"BiplotGUI",61,0
"ncvreg",23,0
"MNM",15,0
"bisoreg",63,0
"RBGL",54,0
"Rsge",29,0
"pvclust",3,0
"eigenmodel",55,0
"AICcmodavg",27,0
"GDD",8,0
"ORIClust",40,0
"drc",59,0
"MplusAutomation",15,0
"dse",11,0
"CarbonEL",59,0
"coenoflex",16,0
"potts",34,0
"aroma.affymetrix",40,0
"GeneCycle",13,0
"rcom",7,1
"cclust",44,0
"kzs",65,0
"rda",55,0
"klaR",65,0
"bclust",14,0
"graph",16,0
"VhayuR",47,0
"perm",50,0
"StreamMetabolism",62,0
"scuba",21,0
"LogicReg",15,0
"RDieHarder",50,0
"peperr",21,0
"spatstat",9,1
"aplpack",56,0
"lago",48,0
"gRbase",57,0
"nppbib",35,0
"Fahrmeir",49,0
"brglm",43,0
"nppbib",34,0
"bayescount",64,0
"SensoMineR",21,0
"locpol",44,0
"genalg",63,0
"hdeco",9,0
"gamlss.cens",43,0
"runjags",57,0
"OrdMonReg",5,1
"aqp",49,0
"simex",49,0
"forensic",54,0
"svSocket",63,0
"rootSolve",4,0
"prabclus",51,0
"gplots",8,0
"operators",56,0
"logcondens",65,0
"BACCO",5,1
"cmprsk",61,0
"yaml",15,0
"adegenet",7,0
"KMsurv",23,0
"polysat",40,0
"LearnBayes",13,0
"chron",23,1
"combinat",16,0
"timeDate",40,0
"RLRsim",62,0
"hgam",58,0
"poLCA",57,0
"XML",60,0
"mhsmm",58,0
"GWASExactHW",56,0
"gogarch",42,0
"polySegratio",26,0
"np",5,1
"PermuteNGS",49,0
"mapReduce",41,0
"faraway",35,0
"RNCBIEUtilsLibs",1,0
"qualityTools",56,0
"geozoo",19,0
"moc",51,0
"gibbs.met",57,0
"SOAR",57,0
"emu",25,0
"meifly",54,0
"nleqslv",60,0
"plan",40,0
"robfilter",61,0
"SII",64,0
"lmeSplines",45,0
"muS2RC",41,0
"mvngGrAd",54,0
"prefmod",56,0
"condGEE",33,0
"MAc",9,1
"mprobit",29,0
"MKmisc",54,0
"mapLD",6,0
"MLDA",29,0
"gbev",59,0
"vrtest",26,0
"CGIwithR",11,0
"rpsychi",27,0
"pamr",34,0
"stab",7,0
"cacher",25,0
"GroupSeq",40,0
"RWebMA",59,0
"HGLMMM",28,0
"futile.matrix",8,0
"proxy",14,1
"HapEstXXR",58,0
"epitools",8,0
"MEMSS",59,0
"gcolor",6,0
"lars",41,0
"sapa",49,0
"HTMLUtils",48,0
"arm",33,0
"DAAGxtras",44,0
"LIM",37,0
"mlogit",27,1
"icomp",26,0
"bayesm",27,0
"egonet",55,0
"bipartite",57,0
"Bchron",7,0
"phyloclim",54,0
"race",50,0
"RHRV",7,0
"ProjectTemplate",45,0
"exactRankTests",13,0
"catR",19,0
"colorRamps",60,0
"Runiversal",7,0
"onion",65,0
"boa",45,0
"fdrtool",57,0
"ifultools",5,1
"optmatch",49,0
"ibr",48,0
"lsa",55,0
"DierckxSpline",29,0
"corrsieve",41,0
"drm",31,0
"RPyGeo",44,0
"SimpleTable",1,0
"colorspace",61,1
"MBA",21,0
"randtoolbox",13,0
"mvtnormpcs",3,0
"mco",30,0
"stoichcalc",15,0
"SSSR",48,0
"TRIANG",28,0
"drfit",43,0
"RDS",61,0
"MPV",56,0
"seewave",44,0
"TraMineR",11,0
"sciplot",26,0
"dti",23,0
"doBy",21,0
"gmaps",56,0
"ipw",16,0
"PSAgraphics",21,0
"mefa",40,0
"ConvCalendar",23,0
"plink",25,0
"flashClust",64,0
"RANN",21,0
"ReacTran",29,0
"clue",60,0
"nFactors",4,1
"dglm",8,0
"SAPP",11,0
"sdtoolkit",56,0
"fptdApprox",60,0
"pooh",35,0
"rggobi",44,0
"repolr",6,0
"effects",31,1
"AMORE",5,1
"SEMModComp",47,0
"pairwiseCI",65,0
"hierfstat",55,0
"kknn",3,0
"twslm",51,0
"adk",34,0
"phmm",15,0
"sna",65,0
"cellVolumeDist",19,0
"geonames",46,0
"AnalyzeFMRI",54,0
"splus2R",48,0
"hier.part",57,0
"COP",8,0
"MAd",23,0
"splinesurv",37,0
"lcmm",34,0
"operator.tools",37,0
"tree",59,0
"PSAgraphics",33,0
"pendensity",7,0
"mokken",61,0
"solaR",1,0
"catnet",48,0
"blighty",7,0
"mvna",9,0
"sudoku",49,0
"ensembleBMA",40,0
"openintro",43,0
"glpk",5,1
"IniStatR",48,0
"date",56,0
"reweight",43,0
"dlmap",63,0
"emulator",62,0
"cthresh",5,1
"plus",45,0
"logging",15,0
"refund",1,0
"nortest",56,0
"space",54,0
"mvnmle",61,0
"distrTEst",48,0
"grofit",62,0
"mombf",27,0
"svSweave",56,0
"matrixcalc",40,0
"igraphtosonia",1,0
"fso",46,0
"subselect",11,0
"mvpart",14,0
"MSToolkit",49,0
"rms",59,0
"WMCapacity",28,0
"NADA",13,0
"bit",16,0
"glpk",30,0
"PLIS",51,0
"flubase",56,0
"oc",40,0
"R2HTML",15,0
"truncgof",42,0
"gamlss.tr",48,0
"skmeans",46,0
"condGEE",34,0
"mugnet",25,0
"ordinal",5,1
"yaml",45,1
"AcceptanceSampling",8,0
"MARSS",34,0
"ZIGP",8,0
"RWebMA",55,0
"dagR",6,0
"HSAUR2",1,0
"metaMA",25,0
"corrperm",9,0
"signalextraction",49,0
"mmap",31,1
"condGEE",49,0
"nice",51,0
"B2Z",14,0
"NetData",40,0
"sddpack",45,0
"MASS",51,1
"qualV",37,0
"NeatMap",36,0
"bayesclust",50,0
"HybridMC",23,0
"MasterBayes",23,0
"dafs",55,0
"phmm",16,0
"HDclassif",34,0
"distr",27,0
"UScensus2000cdp",28,1
"GroupSeq",4,0
"dyn",40,0
"spcosa",45,0
"depth",13,0
"RpgSQL",16,0
"benchmark",42,0
"soiltexture",11,0
"RBerkeley",42,0
"samr",4,0
"TripleR",26,0
"cobs99",50,0
"DEoptim",28,0
"SMPracticals",41,0
"TRAMPR",65,0
"HyperbolicDist",61,0
"rstream",43,0
"RgoogleMaps",64,0
"R2PPT",36,0
"ltm",29,0
"spe",11,0
"plus",40,0
"fuzzyOP",55,0
"GEOmap",45,0
"klaR",62,0
"TGUITeaching",62,0
"tdm",44,0
"rpanel",63,1
"samr",65,0
"normwhn.test",41,0
"GOFSN",27,0
"BiplotGUI",54,0
"foreign",30,1
"dti",6,0
"emplik2",4,0
"pheno",11,0
"randomForest",47,0
"cluster",7,1
"REQS",28,0
"ber",65,0
"RArcInfo",55,0
"lss",35,0
"tsModel",65,0
"amer",61,0
"BLR",4,0
"plgp",27,0
"LearnEDA",19,0
"powerGWASinteraction",58,0
"MAd",50,0
"snpXpert",28,0
"RecordLinkage",27,0
"MFDF",60,0
"quantchem",40,0
"grouped",33,0
"EMCC",25,0
"hotspots",37,0
"fields",27,0
"SDDA",14,0
"corcounts",44,0
"CollocInfer",47,0
"lda",62,0
"cat",34,0
"CollocInfer",14,0
"ltsa",58,0
"EbayesThresh",27,0
"twang",61,0
"LearnBayes",56,0
"pegas",30,0
"Cairo",11,0
"NMMAPSlite",57,0
"geoR",42,0
"JudgeIt",28,0
"cfa",15,0
"cmrutils",46,0
"UScensus2000",34,0
"trip",9,0
"estout",43,0
"ClinicalRobustPriors",62,0
"languageR",54,0
"superpc",40,0
"PSAgraphics",36,0
"lme4",14,1
"mapReduce",57,0
"psgp",6,0
"PHYLOGR",57,0
"care",33,0
"traitr",65,0
"waveband",14,0
"rda",6,0
"mixer",45,0
"OPE",15,0
"paran",1,0
"phull",58,0
"cairoDevice",49,1
"CADFtest",62,0
"mixPHM",29,0
"mathgraph",64,0
"cairoDevice",64,0
"forward",31,0
"ISwR",33,0
"BradleyTerry2",62,0
"latticedl",33,0
"xts",31,1
"mspath",30,0
"boolfun",57,0
"fgac",44,0
"smoothtail",63,0
"paran",16,0
"BSDA",31,0
"intamap",30,0
"RobRex",50,0
"interactivity",15,0
"MCMChybridGP",58,0
"MLEcens",36,0
"x12",1,0
"bs",37,0
"GGally",15,0
"vardiag",61,0
"MCPMod",65,0
"hwde",5,1
"monmlp",26,0
"RSEIS",42,0
"difR",44,0
"knorm",50,0
"ascii",54,0
"RSvgDevice",51,0
"flashClust",37,0
"EvalEst",57,0
"mco",15,0
"PET",59,0
"PSM",42,0
"doMC",11,0
"multic",34,0
"mutatr",9,0
"PASWR",19,0
"RColorBrewer",21,1
"distr",21,0
"extracat",26,0
"financial",31,0
"ICE",62,0
"compute.es",55,0
"SAFD",15,0
"pgs",51,0
"geozoo",25,0
"latticist",43,0
"NMMAPSlite",63,0
"ZIGP",57,0
"semPLS",63,0
"sparkTable",37,0
"bootRes",42,0
"mefa",3,0
"grofit",56,0
"popPK",5,1
"convexHaz",40,0
"predbayescor",42,0
"GWASExactHW",40,0
"MSToolkit",8,0
"vcd",1,1
"nnDiag",23,0
"lossDev",37,0
"binomSamSize",40,0
"sde",31,0
"corrsieve",27,0
"ade4",57,0
"smoothtail",3,0
"anm",11,0
"colbycol",63,0
"secr",3,0
"polydect",46,0
"histogram",9,0
"flexmix",41,1
"xlsx",30,0
"rgrs",7,0
"sdcMicro",30,0
"tpr",4,0
"MEMSS",9,1
"multipol",58,0
"bayesclust",33,0
"rggobi",19,1
"pgfSweave",37,0
"kernlab",9,1
"oce",23,0
"isopam",29,0
"mirf",62,0
"MImix",47,0
"SHIP",54,0
"paleoTS",65,0
"VHDClassification",35,0
"RcmdrPlugin.SensoMineR",36,0
"RGraphics",11,0
"micEconSNQP",62,0
"distrMod",48,0
"caroline",26,0
"HyperbolicDist",14,0
"PerformanceAnalytics",54,0
"formatR",58,0
"blockrand",27,0
"Geneclust",7,0
"qualityTools",57,0
"MasterBayes",16,0
"prabclus",31,0
"gamesNws",37,0
"plus",63,0
"race",35,0
"svSweave",31,0
"fCopulae",9,1
"biclust",6,1
"smoothtail",11,0
"TRIANG",31,0
"caroline",60,0
"fExoticOptions",64,0
"emulator",65,0
"qlspack",42,0
"rpart",56,1
"dvfBm",14,0
"cairoDevice",42,1
"intervals",26,0
"GPArotation",27,0
"UScensus2000",40,0
"hyperSpec",25,0
"exact2x2",59,0
"SMC",7,0
"AICcmodavg",14,0
"MatchIt",47,0
"binom",63,0
"BsMD",65,0
"vegan",7,0
"haplo.stats",28,0
"corrgram",37,0
"ellipse",59,0
"cmprsk",14,0
"skewt",16,0
"MLEcens",49,0
"debug",5,1
"corcounts",8,0
"Devore5",63,0
"dynamicGraph",45,0
"sapa",46,0
"EvalEst",48,0
"mc2d",64,0
"randomSurvivalForest",62,0
"taskPR",43,0
"DBI",63,0
"gregmisc",8,0
"seriation",61,0
"tframe",30,0
"cobs",43,0
"hapassoc",63,0
"nppbib",44,0
"RcmdrPlugin.PT",58,0
"FITSio",13,0
"urn",40,0
"catR",23,0
"OligoSpecificitySystem",11,0
"CTT",3,0
"powerSurvEpi",8,0
"VizCompX",48,0
"MARSS",37,0
"medAdherence",54,0
"NCBI2R",33,0
"binMto",7,0
"r2dRue",6,0
"Synth",50,0
"sensitivity",5,1
"FunctSNP",58,0
"deSolve",58,0
"SQUAREM",55,0
"realized",35,0
"DiagnosisMed",57,0
"Rcgmin",31,0
"SuppDists",49,0
"SIN",45,0
"caroline",25,0
"EngrExpt",62,0
"FKF",13,0
"EMJumpDiffusion",47,0
"bindata",4,0
"ModelMap",6,0
"TTR",40,0
"stream.net",8,0
"robCompositions",56,0
"surveillance",54,0
"DOSim",60,0
"eba",23,0
"lazy",62,0
"cobs99",3,0
"diseasemapping",33,0
"mlegp",58,0
"gpclib",37,0
"rbugs",41,0
"WMCapacity",11,0
"afc",49,0
"ecoreg",31,0
"bootstrap",30,1
"QT",43,0
"lcd",63,0
"FracSim",42,0
"logcondens",14,0
"hierfstat",51,0
"RMySQL",63,0
"geometry",16,0
"RM2",34,0
"powerGWASinteraction",46,0
"benchden",35,0
"geofd",48,0
"FrF2.catlg128",60,0
"dcemriS4",56,0
"xlsxjars",45,0
"ber",15,0
"varSelRF",42,0
"RGtk2DfEdit",56,0
"bethel",6,0
"eqtl",7,0
"lazy",13,0
"RcmdrPlugin.epack",41,0
"Lmoments",43,0
"hyperSpec",46,0
"ISOcodes",65,0
"mclust",43,1
"canvas",63,0
"gld",41,0
"plm",46,0
"missMDA",65,0
